species,group,Exposure
Agriornis_montanus_R,Birds,4.48681669
Agrostis_breviculmis,Plants,1.068446402
Agrostis_exasperata,Plants,10.47544224
Agrostis_meyenii,Plants,2.555691547
Agrostis_perennans,Plants,1.208526587
Agrostis_tolucensis,Plants,1.227221008
Aguarunichthys_inpai,Fishes,0.536765614
Aguarunichthys_tocantinsensis,Fishes,1.273969053
Aguarunichthys_torosus,Fishes,0.552625164
Aiouea_erythropus,Plants,0.805011063
Aiouea_laevis,Plants,1.287506968
Aiouea_maguireana,Plants,0.908524914
Aiouea_multiflora,Plants,3.185970668
Aiouea_myristicoides,Plants,1.216465434
Aiouea_trinervis,Plants,0.689249079
Aiphanes_erinacea,Plants,0.346255195
Aiphanes_lindeniana,Plants,0.001414421
Akletos_goeldii,Birds,0.508930055
Akletos_melanoceps,Birds,0.383076708
Akodon_aerosus,Mammals,0.801863669
Akodon_albiventer,Mammals,8.454289066
Akodon_boliviensis,Mammals,2.070292252
Akodon_dayi,Mammals,1.168742301
Akodon_fumeus,Mammals,2.187821425
Akodon_juninensis,Mammals,0.25180515
Akodon_kofordi,Mammals,1.15789108
Akodon_lutescens,Mammals,1.891589432
Akodon_mimus,Mammals,3.027192087
Akodon_mollis,Mammals,2.976224006
Akodon_orophilus,Mammals,0.125762863
Akodon_siberiae,Mammals,0.423967409
Akodon_subfuscus,Mammals,1.758605308
Akodon_surdus,Mammals,1.011604333
Akodon_torques,Mammals,0.60812959
Akodon_varius,Mammals,0.287313944
Alansmia_alfaroi,Plants,7.050782133
Alansmia_contacta,Plants,0.05827167
Alansmia_variabilis,Plants,0.421257764
Albizia_coripatensis,Plants,0.378131468
Albizia_edwallii,Plants,0.235368024
Albizia_pedicellaris,Plants,0.892205861
Alchemilla_aphanoides,Plants,0.916179744
Alchemilla_pinnata,Plants,1.047849372
Alchornea_acutifolia,Plants,0.677329363
Alchornea_bogotensis,Plants,0.555675584
Alchornea_brevistyla,Plants,0.838360604
Alchornea_brittonii,Plants,1.314739961
Alchornea_castaneifolia,Plants,0.860793524
Alchornea_costaricensis,Plants,0.943831074
Alchornea_discolor,Plants,1.006042551
Alchornea_fluviatilis,Plants,0.82453121
Alchornea_grandiflora,Plants,1.05486875
Alchornea_grandis,Plants,0.728854049
Alchornea_latifolia,Plants,0.964737784
Alchornea_lojaensis,Plants,1.776310217
Alchornea_megalophylla,Plants,0.615328749
Alchornea_schomburgkii,Plants,0.521002337
Alchornea_triplinervia,Plants,0.903200844
Aldama_oblongifolia,Plants,0.571973258
Aldama_squalida,Plants,0.236700586
Aldina_insignis,Plants,5.941334673
Aldina_kunhardtiana,Plants,0.53278298
Aldina_macrophylla,Plants,11.37633559
Aldina_microphylla,Plants,0.275483776
Aldina_paulberryi,Plants,0.367706741
Aldina_petiolulata,Plants,1.218506444
Alectra_aspera,Plants,0.754062602
Alectrurus_tricolor,Birds,0.816898892
Alexa_confusa,Plants,1.039753706
Alexa_cowanii,Plants,19.25758634
Alexa_herminiana,Plants,1.720023259
Alexa_imperatricis,Plants,1.75372038
Alexa_wachenheimii,Plants,2.4405771
Algernonia_gibbosa,Plants,2.304921065
Alibertia_acuminata,Plants,9.416817531
Alibertia_bertierifolia,Plants,1.040111803
Alibertia_claviflora,Plants,0.648519596
Alibertia_duckeana,Plants,0.837371119
Alibertia_edulis,Plants,1.318996701
Alibertia_garapatica,Plants,0.52095119
Alibertia_hispida,Plants,0.718645744
Alibertia_latifolia,Plants,0.964751087
Alibertia_obtusa,Plants,0.982060902
Alibertia_pilosa,Plants,0.777736852
Alibertia_rotunda,Plants,0.811910216
Alibertia_sorbilis,Plants,0.898298272
Alibertia_verrucosa,Plants,1.026572971
Alipiopsitta_xanthops,Birds,0.211628327
Allagoptera_campestris,Plants,0.333193831
Allamanda_angustifolia,Plants,0.824563382
Allamanda_thevetiifolia,Plants,0.76037459
Allamanda_weberbaueri,Plants,0.591168213
Allantoma_decandra,Plants,0.784484649
Allantoma_integrifolia,Plants,1.027497307
Allantoma_lineata,Plants,0.91706322
Allobates_caeruleodactylus,Amphibians,0.339228133
Allobates_carajas,Amphibians,1.643368781
Allobates_conspicuus,Amphibians,0.49405774
Allobates_crombiei,Amphibians,1.25728509
Allobates_femoralis,Amphibians,1.007599546
Allobates_flaviventris,Amphibians,1.406307633
Allobates_fratisenescus,Amphibians,3.626072905
Allobates_fuscellus,Amphibians,2.965324976
Allobates_gasconi,Amphibians,0.264322264
Allobates_granti,Amphibians,1.702182079
Allobates_grillisimilis,Amphibians,1.091055559
Allobates_hodli,Amphibians,0.925494903
Allobates_insperatus,Amphibians,1.142723153
Allobates_juami,Amphibians,8.005362649
Allobates_kingsburyi,Amphibians,2.499385644
Allobates_magnussoni,Amphibians,0.416680587
Allobates_marchesianus,Amphibians,0.574034271
Allobates_masniger,Amphibians,0.871865833
Allobates_melanolaemus,Amphibians,0.582592017
Allobates_myersi,Amphibians,0.144168211
Allobates_nidicola,Amphibians,0.978287618
Allobates_nunciatus,Amphibians,7.27756102
Allobates_paleovarzensis,Amphibians,0.899543916
Allobates_sanmartini,Amphibians,6.135974006
Allobates_subfolionidificans,Amphibians,0.113326808
Allobates_sumtuosus,Amphibians,0.78509016
Allobates_tapajos,Amphibians,0.881589901
Allobates_tinae,Amphibians,0.745848894
Allobates_trilineatus,Amphibians,0.604819367
Allobates_vanzolinius,Amphibians,1.163219323
Allobates_velocicantus,Amphibians,3.880271148
Allobates_zaparo,Amphibians,0.547561766
Alloispermum_sodiroi,Plants,0.459403778
Allomarkgrafia_foreroi,Plants,0.974991059
Allomarkgrafia_ovalis,Plants,4.604075285
Allomarkgrafia_tubiflora,Plants,0.986763072
Alloneuron_liron,Plants,5.551076445
Alloneuron_ronliesneri,Plants,0.355835827
Alloneuron_ulei,Plants,0.741522458
Allophryne_resplendens,Amphibians,0.327117458
Allophryne_ruthveni,Amphibians,1.373758605
Allophylastrum_frutescens,Plants,11.20777532
Allophylus_angustatus,Plants,0.38521935
Allophylus_chrysoneurus,Plants,2.304921065
Allophylus_dioicus,Plants,0.408433107
Allophylus_divaricatus,Plants,0.941733273
Allophylus_glabratus,Plants,0.450187797
Allophylus_goudotii,Plants,0.614003561
Allophylus_incanus,Plants,0.776799068
Allophylus_laevigatus,Plants,2.304921065
Allophylus_leucoclados,Plants,0.596068025
Allophylus_leucophloeus,Plants,2.304921065
Allophylus_loretensis,Plants,0.605303652
Allophylus_myrianthus,Plants,0.76783537
Allophylus_nitidulus,Plants,0.578393011
Allophylus_parimensis,Plants,5.267002511
Allophylus_pauciflorus,Plants,0.774949511
Allophylus_petiolulatus,Plants,0.851809761
Allophylus_pilosus,Plants,0.801753337
Allophylus_psilospermus,Plants,1.023067527
Allophylus_robustus,Plants,2.219281561
Allophylus_scorbiculatus,Plants,2.304921065
Allophylus_stenodictyus,Plants,0.390569772
Allophylus_strictus,Plants,0.910112692
Alloplectus_penduliflorus,Plants,7.634407272
Alloschemone_occidentalis,Plants,0.976292933
Alobiella_campanensis,Plants,1.568448803
Aloinella_cucullifera,Plants,0.026940353
Aloinella_galeata,Plants,2.64434229
Alomia_cinerea,Plants,2.304921065
Alonsoa_acutifolia,Plants,0.68385774
Alonsoa_linearifolia,Plants,0.382076469
Alonsoa_linearis,Plants,1.282816679
Alonsoa_meridionalis,Plants,1.193343422
Alophia_drummondii,Plants,1.619341328
Alopochelidon_fucata_R,Birds,2.339189397
Alopoglossus_angulatus,Reptiles,0.905458625
Alopoglossus_atriventris,Reptiles,0.514841389
Alopoglossus_brevifrontalis,Reptiles,0.607091016
Alopoglossus_buckleyi,Reptiles,0.538670693
Alopoglossus_copii,Reptiles,0.410895485
Alouatta_belzebul,Mammals,1.149265936
Alouatta_caraya,Mammals,0.561133621
Alouatta_discolor,Mammals,1.979266271
Alouatta_juara,Mammals,0.373472586
Alouatta_macconnelli,Mammals,1.254437529
Alouatta_nigerrima,Mammals,1.07681814
Alouatta_puruensis,Mammals,0.708451714
Alouatta_sara,Mammals,0.679275824
Alouatta_seniculus,Mammals,0.509110071
Aloysia_gratissima,Plants,1.857756644
Aloysia_herrerae,Plants,20.95059741
Aloysia_oblanceolata,Plants,5.714494951
Aloysia_peruviana,Plants,7.503722505
Aloysia_scorodonioides,Plants,1.105275012
Alpinia_nigra,Plants,0.985507428
Alpinia_nutans,Plants,1.035731513
Alseis_eggersii,Plants,0.691090578
Alseis_involuta,Plants,1.215590929
Alseis_labatioides,Plants,6.459922505
Alseis_latifolia,Plants,1.345778
Alseis_longifolia,Plants,1.426105494
Alseis_mutisii,Plants,0.69924299
Alseis_peruviana,Plants,0.808819772
Alseis_pickelii,Plants,3.204589687
Alseis_reticulata,Plants,0.371067759
Alsophila_blechnoides,Plants,0.983113795
Alsophila_ceropteris,Plants,2.304921065
Alsophila_erinacea,Plants,0.956796041
Alsophila_firma,Plants,0.433683054
Alsophila_hookeriana,Plants,2.304921065
Alsophila_imrayana,Plants,0.712048906
Alsophila_incana,Plants,0.568736747
Alsophila_minervae,Plants,7.579118242
Alstroemeria_amazonica,Plants,7.327607847
Alstroemeria_cassipanuliflora,Plants,2.304921065
Alstroemeria_foliosa,Plants,0.762115664
Alstroemeria_longistyla,Plants,0.556242034
Alstroemeria_paraensis,Plants,4.773016554
Alstroemeria_piauhyensis,Plants,0.96289438
Alstroemeria_viridiflora,Plants,0.123603192
Alternanthera_aurata,Plants,2.304921065
Alternanthera_brachiata,Plants,2.304921065
Alternanthera_brasiliensis,Plants,0.492018063
Alternanthera_caracasana,Plants,0.99223512
Alternanthera_elongata,Plants,0.975994494
Alternanthera_fastigiata,Plants,0.665717332
Alternanthera_glaziovii,Plants,2.304921065
Alternanthera_halimifolia,Plants,1.482962199
Alternanthera_lupulina,Plants,0.808962782
Alternanthera_macbridei,Plants,1.653829781
Alternanthera_martii,Plants,1.256104569
Alternanthera_mexicana,Plants,0.960018375
Alternanthera_minutiflora,Plants,10.40927209
Alternanthera_philippo-coburgii,Plants,2.304921065
Alternanthera_pilosa,Plants,5.37610684
Alternanthera_pubiflora,Plants,0.892140747
Alternanthera_pulosa,Plants,2.304921065
Alternanthera_pungens,Plants,1.003515019
Alternanthera_rufa,Plants,0.588647341
Alternanthera_sericea,Plants,0.16107893
Alternanthera_truxillensis,Plants,0.523760156
Alternanthera_villosa,Plants,0.622798338
Alzatea_verticillata,Plants,1.074082674
Amaioua_baccifera,Plants,2.304921065
Amaioua_corymbosa,Plants,0.670808511
Amaioua_glomerulata,Plants,1.007522677
Amaioua_pilosa,Plants,0.614232636
Amalophyllon_divaricatum,Plants,0.896930327
Amanoa_almerindae,Plants,0.626531243
Amanoa_guianensis,Plants,1.051031195
Amanoa_sinuosa,Plants,3.282508944
Amapasaurus_tetradactylus,Reptiles,0.877442496
Amaralia_hypsiura,Fishes,0.84596963
Amaranthus_blitum,Plants,0.590141108
Amaranthus_dubius,Plants,0.391418512
Amaranthus_lividus,Plants,0.61431777
Amaranthus_muricatus,Plants,0.271084967
Amaranthus_spinosus,Plants,0.836659908
Amaranthus_viridis,Plants,1.14292737
Amasonia_campestris,Plants,1.224537414
Amasonia_lasiocaulis,Plants,1.22072591
Amaurolimnas_concolor,Birds,0.721064976
Amauropelta_balbisii,Plants,1.85902473
Amauropelta_brausei,Plants,18.51152135
Amauropelta_cinerea,Plants,1.979763276
Amauropelta_enigmatica,Plants,12.02760198
Amauropelta_euchlora,Plants,7.336042165
Amauropelta_funckii,Plants,14.84409859
Amauropelta_furfuracea,Plants,4.653977067
Amauropelta_loretensis,Plants,5.319292274
Amauropelta_pilosohispida,Plants,28.02566329
Amauropelta_pusilla,Plants,5.275158769
Amauropelta_supina,Plants,7.336042165
Amaurospiza_moesta,Birds,0.610710601
Amazilia_bartletti,Birds,0.704489244
Amazilia_brevirostris,Birds,2.524459835
Amazilia_chionogaster,Birds,1.744929227
Amazilia_cupreicauda,Birds,0.489799008
Amazilia_fimbriata,Birds,0.921330114
Amazilia_franciae,Birds,0.870588438
Amazilia_lactea,Birds,1.557363455
Amazilia_leucogaster,Birds,2.18493314
Amazilia_sapphirina,Birds,1.11192017
Amazilia_tobaci,Birds,1.492557598
Amazilia_versicolor,Birds,0.996793366
Amazilia_viridicauda,Birds,1.250214659
Amazona_aestiva,Birds,0.965105405
Amazona_amazonica,Birds,0.977543583
Amazona_bodini,Birds,2.682825616
Amazona_diadema,Birds,0.634713037
Amazona_dufresniana,Birds,2.326098739
Amazona_farinosa,Birds,0.858316541
Amazona_festiva,Birds,0.663703083
Amazona_kawalli,Birds,0.907080314
Amazona_mercenarius,Birds,1.465557605
Amazona_ochrocephala,Birds,0.866907312
Amazonetta_brasiliensis,Birds,1.290008181
Amazonspinther_dalmata,Fishes,1.169992043
Amazonsprattus_scintilla,Fishes,0.70869508
Amazophrynella_amazonicola,Amphibians,0.229110765
Amazophrynella_bokermanni,Amphibians,1.105153768
Amazophrynella_javierbustamantei,Amphibians,2.476405061
Amazophrynella_manaos,Amphibians,1.1806474
Amazophrynella_matses,Amphibians,0.104618775
Amazophrynella_minuta,Amphibians,0.427160933
Amazophrynella_moisesii,Amphibians,0.344381105
Amazophrynella_siona,Amphibians,1.060767642
Amazophrynella_teko,Amphibians,0.869741808
Amazophrynella_vote,Amphibians,1.174795483
Amazophrynella_xinguensis,Amphibians,1.091408351
Ambelania_occidentalis,Plants,0.567596392
Amblycercus_holosericeus,Birds,1.161813616
Amblydoras_affinis,Fishes,0.697555609
Amblydoras_monitor,Fishes,0.315612557
Amblydoras_nauticus,Fishes,0.422592069
Amblyramphus_holosericeus,Birds,1.618038069
Amblytropis_setosa,Plants,0.515724428
Amboroa_geminata,Plants,1.432976712
Ambrosia_arborescens,Plants,1.290704635
Ambrosia_cumanensis,Plants,1.288412251
Ambrosia_peruviana,Plants,1.033942633
Ameerega_altamazonica,Amphibians,1.046464524
Ameerega_bassleri,Amphibians,1.080287667
Ameerega_bilinguis,Amphibians,1.215770522
Ameerega_boliviana,Amphibians,3.658864936
Ameerega_cainarachi,Amphibians,2.551625879
Ameerega_flavopicta,Amphibians,2.900053959
Ameerega_hahneli,Amphibians,0.767991164
Ameerega_ignipedis,Amphibians,1.572071943
Ameerega_imasmari,Amphibians,1.125768143
Ameerega_macero,Amphibians,0.19147183
Ameerega_munduruku,Amphibians,5.710365934
Ameerega_panguana,Amphibians,2.660495578
Ameerega_parvula,Amphibians,0.586632406
Ameerega_pepperi,Amphibians,2.246746002
Ameerega_petersi,Amphibians,0.94561583
Ameerega_picta,Amphibians,0.885940748
Ameerega_pongoensis,Amphibians,1.22467868
Ameerega_pulchripecta,Amphibians,2.122883486
Ameerega_shihuemoy,Amphibians,2.607409602
Ameerega_simulans,Amphibians,3.239190916
Ameerega_trivittata,Amphibians,0.867144478
Ameerega_yoshina,Amphibians,0.917071341
Ameiva_ameiva,Reptiles,0.922453881
Ameiva_bifrontata,Reptiles,0.503664781
Ameiva_nodam,Reptiles,2.187069501
Ameiva_praesignis,Reptiles,1.052533393
Ameivula_ocellifera,Reptiles,0.641195433
Amerotyphlops_brongersmianus,Reptiles,1.045970262
Amerotyphlops_minuisquamus,Reptiles,0.708925845
Amerotyphlops_paucisquamus,Reptiles,1.249907811
Amerotyphlops_reticulatus,Reptiles,0.976518112
Ametrida_centurio,Mammals,1.0992209
Amicia_andicola,Plants,3.743031066
Amicia_medicaginea,Plants,2.471454989
Ammannia_latifolia,Plants,0.83069655
Ammocryptocharax_elegans,Fishes,0.795434295
Ammocryptocharax_lateralis,Fishes,5.911614977
Ammocryptocharax_minutus,Fishes,0.672969301
Ammodramus_aurifrons,Birds,1.504263212
Ammodramus_humeralis,Birds,1.507562861
Ammonastes_pelzelni,Birds,0.597353124
Amomyrtella_guili,Plants,0.541818854
Amorimia_amazonica,Plants,0.925166208
Amorimia_exotropica,Plants,2.050780878
Amorimia_velutina,Plants,0.414870262
Ampelioides_tschudii,Birds,1.046093079
Ampelion_rubrocristatus,Birds,1.056972678
Ampelion_rufaxilla,Birds,1.811543815
Ampelocera_longissima,Plants,0.601261828
Ampelocera_macphersonii,Plants,2.834169256
Ampelocera_verrucosa,Plants,7.123414864
Ampelozizyphus_amazonicus,Plants,0.973228854
Amphibromus_scabrivalvis,Plants,1.532647727
Amphidasya_brevidentata,Plants,4.303929311
Amphidasya_intermedia,Plants,0.295139146
Amphidasya_neblinae,Plants,3.629302257
Amphidetes_laciniatus,Plants,2.304921065
Amphilophium_aschersonii,Plants,0.659730585
Amphilophium_bauhinioides,Plants,1.103443881
Amphilophium_blanchetii,Plants,0.758729733
Amphilophium_bracteatum,Plants,1.279646091
Amphilophium_campinae,Plants,1.402072688
Amphilophium_crucigerum,Plants,0.986948527
Amphilophium_dasytrichum,Plants,0.655170486
Amphilophium_glaziovii,Plants,0.965501972
Amphilophium_laevis,Plants,0.745768803
Amphilophium_magnoliifolium,Plants,0.675096848
Amphilophium_paniculatum,Plants,0.959143158
Amphilophium_pannosum,Plants,0.745222713
Amphilophium_pulverulentum,Plants,0.929265323
Amphilophium_racemosum,Plants,1.217915241
Amphilophium_reticulatum,Plants,0.146379747
Amphirrhox_latifolia,Plants,1.650682842
Amphirrhox_longifolia,Plants,1.021062456
Amphisbaena_alba,Reptiles,1.065284686
Amphisbaena_anomala,Reptiles,1.235855506
Amphisbaena_bilabialata,Reptiles,0.524980389
Amphisbaena_bolivica,Reptiles,0.644544018
Amphisbaena_borelli,Reptiles,0.013419981
Amphisbaena_brasiliana,Reptiles,1.507248131
Amphisbaena_caiari,Reptiles,6.911614271
Amphisbaena_camura,Reptiles,0.028197639
Amphisbaena_crisae,Reptiles,1.458006436
Amphisbaena_cunhai,Reptiles,0.631263862
Amphisbaena_fuliginosa,Reptiles,0.988581754
Amphisbaena_gracilis,Reptiles,1.610177508
Amphisbaena_ibijara,Reptiles,1.488121255
Amphisbaena_leeseri,Reptiles,0.857585826
Amphisbaena_mertensii,Reptiles,1.489468855
Amphisbaena_miringoera,Reptiles,1.586552955
Amphisbaena_mitchelli,Reptiles,1.138111552
Amphisbaena_silvestrii,Reptiles,0.475243898
Amphisbaena_slateri,Reptiles,1.371681278
Amphisbaena_slevini,Reptiles,0.558399165
Amphisbaena_stejnegeri,Reptiles,9.579421619
Amphisbaena_vanzolini,Reptiles,0.494000564
Amphisbaena_vermicularis,Reptiles,1.286771407
Amphiscopia_beyrichii,Plants,2.304921065
Amphiscopia_ciliata,Plants,2.304921065
Amphitecna_latifolia,Plants,1.002093865
Amyris_balsamifera,Plants,0.723397366
Amyris_crebrinervis,Plants,0.524676146
Amyris_ignea,Plants,0.491657661
Anabacerthia_ruficaudata,Birds,1.049457071
Anabacerthia_striaticollis,Birds,1.598903411
Anabazenops_dorsalis,Birds,1.047100687
Anableps_anableps,Fishes,1.563470689
Anablepsoides_atratus,Fishes,0.571590337
Anablepsoides_beniensis,Fishes,0.687078537
Anablepsoides_christinae,Fishes,6.101210024
Anablepsoides_derhami,Fishes,0.004290032
Anablepsoides_elongatus,Fishes,0.413697424
Anablepsoides_erberi,Fishes,4.838239077
Anablepsoides_holmiae,Fishes,2.646683589
Anablepsoides_immaculatus,Fishes,4.113848327
Anablepsoides_intermittens,Fishes,1.68348138
Anablepsoides_iridescens,Fishes,0.463116016
Anablepsoides_jucundus,Fishes,0.462040782
Anablepsoides_limoncochae,Fishes,0.995336843
Anablepsoides_micropus,Fishes,0.852115375
Anablepsoides_monticola,Fishes,0.428555664
Anablepsoides_ornatus,Fishes,0.445122826
Anablepsoides_parlettei,Fishes,2.770997281
Anablepsoides_peruanus,Fishes,0.820406831
Anablepsoides_rubrolineatus,Fishes,0.320132472
Anablepsoides_speciosus,Fishes,0.50554671
Anablepsoides_taeniatus,Fishes,0.36629793
Anablepsoides_urophthalmus,Fishes,0.598514172
Anablepsoides_waimacui,Fishes,5.228152462
Anablepsoides_xinguensis,Fishes,4.044907234
Anacamptodon_cubensis,Plants,4.038261095
Anacardium_curatellaefolium,Plants,2.304921065
Anacardium_excelsum,Plants,0.967578365
Anacardium_fruticosum,Plants,6.396391431
Anacardium_humile,Plants,0.978648289
Anacardium_microsepalum,Plants,1.054122581
Anacardium_nanum,Plants,0.955433132
Anacardium_negrense,Plants,6.876582137
Anacardium_parvifolium,Plants,0.594825259
Anacardium_spruceanum,Plants,1.22310026
Anacolia_laevisphaera,Plants,1.186779564
Anadenanthera_colubrina,Plants,0.835253194
Anadenanthera_peregrina,Plants,1.095941527
Anadia_escalerae,Reptiles,2.432025949
Anadoras_grypus,Fishes,0.8601422
Anadoras_regani,Fishes,0.856639656
Anadoras_weddellii,Fishes,1.055750763
Anagallis_arvensis,Plants,0.333073927
Anairetes_alpinus,Birds,0.509196441
Anairetes_flavirostris_R,Birds,2.419908537
Anairetes_nigrocristatus,Birds,0.047103341
Anairetes_parulus,Birds,1.840194993
Ananas_comosus,Plants,1.124119154
Ananas_lucidus,Plants,3.101085631
Anaphyllopsis_cururuana,Plants,1.050902433
